         FINAL PRE-CLEARING PRICES AS OF 11/12/14 06:00 PM (CST)
MTH/                 ---- DAILY ---                        PT                     -------  PRIOR  DAY  -------
STRIKE     OPEN      HIGH      LOW       LAST      SETT    CHGE     EST.VOL       SETT         VOL         INT
ACD AUSTRALIAN DOLLAR/CANADIAN DOLLAR CROSSRATE FUT
11950      ----      ----      ----      ----      .045   +.010                   .035
12000      ----      ----      ----      ----      .040   +.010                   .030                      32
12050      ----      ----      ----      ----      .035   +.005                   .030                      15
12100      ----      ----      ----      ----      .030   +.005                   .025                      15
12150      ----      ----      ----      ----      .025   +.005                   .020
12200      ----      ----      ----      ----      .025   +.005                   .020
12250      ----      ----      ----      ----      .020   +.005                   .015
12300      ----      ----      ----      ----      .015    UNCH                   .015
12350      ----      ----      ----      ----      .015    UNCH                   .015
12400      ----      ----      ----      ----      .015   +.005                   .010
12450      ----      ----      ----      ----      .010    UNCH                   .010
12500      ----      ----      ----      ----      .010    UNCH                   .010
12550      ----      ----      ----      ----      .010    UNCH                   .010
12600      ----      ----      ----      ----      .005    UNCH                   .005
12650      ----      ----      ----      ----      .005    UNCH                   .005
12700      ----      ----      ----      ----      .005    UNCH                   .005
OF JUN15 SWISS FRANC OPTIONS CALL
9100       ----      ----      ----      ----    12.930   -.170                 13.100
9150       ----      ----      ----      ----    12.450   -.170                 12.620
9200       ----      ----      ----      ----    11.970   -.170                 12.140
9250       ----      ----      ----      ----    11.490   -.180                 11.670
9300       ----      ----      ----      ----    11.020   -.180                 11.200
9350       ----      ----      ----      ----    10.540   -.190                 10.730
9400       ----      ----      ----      ----    10.080   -.190                 10.270
9450       ----      ----      ----      ----     9.610   -.200                  9.810
9500       ----      ----      ----      ----     9.150   -.210                  9.360
9550       ----      ----      ----      ----     8.700   -.210                  8.910
9600       ----      ----      ----      ----     8.250   -.210                  8.460
9650       ----      ----      ----      ----     7.810   -.210                  8.020
9700       ----      ----      ----      ----     7.380   -.210                  7.590
9750       ----      ----      ----      ----     6.960   -.210                  7.170
9800       ----      ----      ----      ----     6.550   -.200                  6.750
9850       ----      ----      ----      ----     6.150   -.190                  6.340
9900       ----      ----      ----      ----     5.750   -.190                  5.940
9950       ----      ----      ----      ----     5.370   -.180                  5.550
10000      ----      ----      ----      ----     5.010   -.170                  5.180
10050      ----      ----      ----      ----     4.650   -.160                  4.810
10100      ----      ----      ----      ----     4.310   -.150                  4.460
10150      ----      ----      ----      ----     3.990   -.120                  4.110
10200      ----     3.840B     ----      ----     3.680   -.100                  3.780
10250      ----     3.510B     ----      ----     3.390   -.080                  3.470
10300      ----     3.200B     ----      ----     3.120   -.050                  3.170
10350      ----     2.910B     ----      ----     2.860   -.020                  2.880
10400      ----     2.640B     ----      ----     2.630   +.020                  2.610                      15
10450      ----     2.480B     ----      ----     2.400   +.040                  2.360                      25
10500      ----     2.240B     ----      ----     2.190   +.060                  2.130                      30
10550      ----     2.030B     ----      ----     1.990   +.070                  1.920                      15
10600      ----     1.830B     ----      ----     1.800   +.070                  1.730                      30
10650      ----     1.640B     ----      ----     1.620   +.070                  1.550                      15
10700      ----     1.480B     ----      ----     1.460   +.060                  1.400                      11
10750      ----     1.320B     ----      ----     1.310   +.050                  1.260
10800      ----     1.190B     ----      ----     1.170   +.040                  1.130                      15
10850      ----     1.060B     ----      ----     1.050   +.040                  1.010                      10
10900      ----      .950B     ----      ----      .940   +.040                   .900
10950      ----      .850B     ----      ----      .840   +.030                   .810
11000      ----      .760B     ----      ----      .760   +.040                   .720                       1
11050      ----      .670B     ----      ----      .680   +.040                   .640
11100      ----      .600B     ----      ----      .610   +.040                   .570                      15
11150      ----      .530B     ----      ----      .550   +.040                   .510
11200      ----      .470B     ----      ----      .500   +.040                   .460                       2
11250      ----      .420B     ----      ----      .450   +.040                   .410                      17
11300      ----      .380B     ----      ----      .400   +.040                   .360                       1
11350      ----      .340B     ----      ----      .370   +.040                   .330
11400      ----      ----      ----      ----      .330   +.040                   .290
11450      ----      ----      ----      ----      .300   +.040                   .260
11500      ----      ----      ----      ----      .270   +.030                   .240                       3
11550      ----      ----      ----      ----      .250   +.040                   .210
11600      ----      ----      ----      ----      .230   +.040                   .190
11650      ----      ----      ----      ----      .210   +.030                   .180
11700      ----      ----      ----      ----      .190   +.030                   .160
11750      ----      ----      ----      ----      .170   +.020                   .150
11800      ----      ----      ----      ----      .160   +.030                   .130
11850      ----      ----      ----      ----      .150   +.030                   .120
11900      ----      ----      ----      ----      .140   +.030                   .110
11950      ----      ----      ----      ----      .130   +.030                   .100
12000      .130      .130      .110      ----      .120   +.020           4       .100
12050      ----      ----      ----      ----      .110   +.020                   .090
12100      ----      ----      ----      ----      .100   +.020                   .080
12150      ----      ----      ----      ----      .090   +.010                   .080
12200      ----      ----      ----      ----      .090   +.020                   .070
12250      ----      ----      ----      ----      .080   +.010                   .070
12300      ----      ----      ----      ----      .080   +.020                   .060
12350      ----      ----      ----      ----      .070   +.010                   .060
12400      ----      ----      ----      ----      .070   +.010                   .060
12450      ----      ----      ----      ----      .060   +.010                   .050
12500      ----      ----      ----      ----      .060   +.010                   .050
OF SEP15 SWISS FRANC OPTIONS CALL
9150       ----      ----      ----      ----    12.830   -.170                 13.000
9200       ----      ----      ----      ----    12.370   -.170                 12.540
9250       ----      ----      ----      ----    11.910   -.180                 12.090
9300       ----      ----      ----      ----    11.460   -.180                 11.640
9350       ----      ----      ----      ----    11.010   -.180                 11.190
9400       ----      ----      ----      ----    10.570   -.180                 10.750
9450       ----      ----      ----      ----    10.130   -.180                 10.310
9500       ----      ----      ----      ----     9.700   -.180                  9.880
9550       ----      ----      ----      ----     9.270   -.180                  9.450
9600       ----      ----      ----      ----     8.850   -.180                  9.030
9650       ----      ----      ----      ----     8.440   -.180                  8.620
9700       ----      ----     8.010A     ----     8.030   -.180                  8.210
9750       ----      ----     7.610A     ----     7.630   -.180                  7.810
9800       ----      ----     7.210A     ----     7.240   -.180                  7.420
9850       ----      ----     6.830A     ----     6.860   -.170                  7.030
9900       ----      ----     6.450A     ----     6.480   -.170                  6.650
9950       ----      ----     6.080A     ----     6.110   -.170                  6.280
10000      ----      ----     5.720A     ----     5.760   -.150                  5.910
10050      ----      ----     5.370A     ----     5.410   -.150                  5.560
10100      ----      ----     5.040A     ----     5.080   -.130                  5.210
10150      ----      ----     4.710A     ----     4.750   -.130                  4.880
10200      ----      ----     4.400A     ----     4.440   -.120                  4.560
10250      ----      ----     4.100A     ----     4.140   -.110                  4.250                       1
10300     3.750     3.830     3.750      ----     3.850   -.100          30      3.950           1           2
10350     3.470     3.550     3.470      ----     3.570   -.090          25      3.660                       2
10400     3.200     3.290     3.200      ----     3.310   -.080          20      3.390                       4
10450     2.960     3.040     2.960      ----     3.060   -.070          25      3.130                       1
10500      ----     2.920B    2.800A     ----     2.820   -.070                  2.890                       2
10550      ----     2.690B    2.580A     ----     2.600   -.060                  2.660
10600      ----     2.470B    2.370A     ----     2.390   -.050                  2.440                       1
10650     2.130     2.270B    2.130      ----     2.200   -.040          25      2.240                       1
10700     1.950     2.080B    1.950      ----     2.020   -.030          25      2.050
10750      ----     1.910B    1.830A     ----     1.860   -.020                  1.880
10800      ----     1.750B    1.680A     ----     1.700   -.020                  1.720
10850      ----     1.600B    1.540A     ----     1.560   -.010                  1.570
10900      ----     1.460B    1.420A     ----     1.430    UNCH                  1.430
10950      ----     1.340B    1.300A     ----     1.310    UNCH                  1.310
11000     1.250     1.260     1.240      ----     1.200   +.010           4      1.190
11050      ----     1.120B     ----      ----     1.090    UNCH                  1.090
11100      ----     1.020B     ----      ----     1.000   +.010                   .990
11150      ----      .940B     ----      ----      .920   +.020                   .900
11200      ----      .850B     ----      ----      .840   +.020                   .820
11250      ----      .780B     ----      ----      .770   +.020                   .750
11300      ----      .710B     ----      ----      .710   +.030                   .680
11350      ----      .640B     ----      ----      .650   +.030                   .620
11400      ----      .590B     ----      ----      .600   +.030                   .570
11450      ----      .530B     ----      ----      .560   +.050                   .510
11500      .550      .550      .550      ----      .520   +.050           2       .470
11550      ----      .440B     ----      ----      .480   +.050                   .430
11600      ----      .400B     ----      ----      .450   +.060                   .390
11650      ----      ----      ----      ----      .420   +.070                   .350
11700      ----      ----      ----      ----      .390   +.070                   .320
11750      ----      ----      ----      ----      .370   +.080                   .290
11800      ----      ----      ----      ----      .340   +.080                   .260
11850      ----      ----      ----      ----      .320   +.080                   .240
11900      ----      ----      ----      ----      .300   +.080                   .220
11950      ----      ----      ----      ----      .290   +.090                   .200
12000      ----      ----      ----      ----      .270   +.090                   .180
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                   574                    660        9029
OF DEC14 SWISS FRANC OPTIONS PUT
9050       ----      ----      ----      ----       CAB    UNCH                    CAB
9100       ----      ----      ----      ----       CAB    UNCH                    CAB
9150       ----      ----      ----      ----       CAB    UNCH                    CAB
9200       ----      ----      ----      ----       CAB    UNCH                    CAB
9250       ----      ----      ----      ----       CAB    UNCH                    CAB
9300       ----      ----      ----      ----       CAB    UNCH                    CAB
9350       ----      ----      ----      ----       CAB    UNCH                    CAB
9400       ----      ----      ----      ----       CAB    UNCH                    CAB
9450       ----      ----      ----      ----       CAB    UNCH                    CAB                       2
9500       ----      ----      ----      ----       CAB    UNCH                    CAB                      22
9550       ----      ----      ----      ----      .005    UNCH                   .005                       8
9600       ----      ----      ----      ----      .005    UNCH                   .005
9650       ----      ----      ----      ----      .010    UNCH                   .010                      49
9700       ----      ----      ----      ----      .015    UNCH                   .015                       6
9750       ----      ----      .015A     ----      .020    UNCH                   .020
9800       ----      ----      ----      ----      .030   +.005                   .025                      72
9850       ----      .040B     ----      ----      .045   +.010                   .035          10          39
9900       ----      .060B     ----      ----      .060   +.010                   .050           1          97
9950       ----      .090B     .070A     ----      .090   +.010                   .080                     110
10000      .120      .130      .100A     ----      .130   +.020          16       .110          25         205
10050      ----      .190B     .140A     ----      .180   +.020                   .160                     125
10100      ----      .260B     .190A     ----      .250   +.030                   .220                     169
10150      .300      .360B     .260A     ----      .350   +.040           4       .310          61          94
10200      .390      .490B     .360A     ----      .480   +.060          25       .420          38         166
10250      .590      .650B     .480A     ----      .630   +.070          34       .560          21         319
10300      .730      .850B     .630A     ----      .820   +.090           7       .730          85         343
10350      .910     1.080B     .820A     ----     1.050   +.110          20       .940          45         174
10400     1.100     1.360B    1.060A     ----     1.320   +.120           1      1.200          10         229
10450      ----     1.680B    1.340A     ----     1.630   +.130          20      1.500                     346
10500      ----     2.040B    1.650A     ----     1.990   +.150                  1.840                     289
10550      ----     2.430B    2.010A     ----     2.380   +.160                  2.220                     320
10600      ----     2.850B    2.410A     ----     2.800   +.180                  2.620                     421
10650      ----     3.290B    2.820A     ----     3.230   +.180                  3.050                     160
10700      ----     3.750B    3.260A     ----     3.690   +.190                  3.500                     155
10750      ----      ----      ----      ----     4.160   +.200                  3.960                      41
10800      ----      ----      ----      ----     4.630   +.190                  4.440                     104
10850      ----      ----      ----      ----     5.120   +.190                  4.930                     133
10900      ----      ----      ----      ----     5.610   +.200                  5.410                     102
10950      ----      ----      ----      ----     6.100   +.190                  5.910                      44
11000      ----      ----      ----      ----     6.590   +.190                  6.400                     162
11050      ----      ----      ----      ----     7.080   +.190                  6.890                      55
11100      ----      ----      ----      ----     7.580   +.190                  7.390                     200
11150      ----      ----      ----      ----     8.080   +.190                  7.890                     152
11200      ----      ----      ----      ----     8.570   +.190                  8.380                      30
11250      ----      ----      ----      ----     9.070   +.190                  8.880                      76
11300      ----      ----      ----      ----     9.570   +.190                  9.380                       1
11350      ----      ----      ----      ----    10.070   +.190                  9.880
11400      ----      ----      ----      ----    10.570   +.190                 10.380                      30
11450      ----      ----      ----      ----    11.070   +.190                 10.880
11500      ----      ----      ----      ----    11.570   +.190                 11.380
11550      ----      ----      ----      ----    12.060   +.190                 11.870
11600      ----      ----      ----      ----    12.560   +.190                 12.370
11650      ----      ----      ----      ----    13.060   +.190                 12.870
11700      ----      ----      ----      ----    13.560   +.190                 13.370
11750      ----      ----      ----      ----    14.060   +.190                 13.870
11800      ----      ----      ----      ----    14.560   +.190                 14.370
11850      ----      ----      ----      ----    15.060   +.190                 14.870
11900      ----      ----      ----      ----    15.560   +.190                 15.370
11950      ----      ----      ----      ----    16.060   +.190                 15.870
12000      ----      ----      ----      ----    16.560   +.190                 16.370
12050      ----      ----      ----      ----    17.060   +.190                 16.870
12100      ----      ----      ----      ----    17.560   +.190                 17.370
12150      ----      ----      ----      ----    18.060   +.190                 17.870
12200      ----      ----      ----      ----    18.560   +.190                 18.370
12250      ----      ----      ----      ----    19.060   +.190                 18.870
12300      ----      ----      ----      ----    19.560   +.190                 19.370
12350      ----      ----      ----      ----    20.060   +.190                 19.870
12400      ----      ----      ----      ----    20.560   +.190                 20.370
12450      ----      ----      ----      ----    21.060   +.190                 20.870
12500      ----      ----      ----      ----    21.560   +.190                 21.370
12550      ----      ----      ----      ----    22.060   +.190                 21.870
12600      ----      ----      ----      ----    22.560   +.190                 22.370
12650      ----      ----      ----      ----    23.060   +.190                 22.870
12700      ----      ----      ----      ----    23.560   +.190                 23.370
OF JAN15 SWISS FRANC OPTIONS PUT
9100       ----      ----      ----      ----      .010    UNCH                   .010
9150       ----      ----      ----      ----      .010    UNCH                   .010
9200       ----      ----      ----      ----      .015    UNCH                   .015                      25
9250       ----      ----      ----      ----      .015    UNCH                   .015
9300       ----      ----      ----      ----      .020    UNCH                   .020
9350       ----      ----      ----      ----      .025    UNCH                   .025
9400       ----      ----      .025A     ----      .030    UNCH                   .030                      10
9450       ----      ----      .030A     ----      .035    UNCH                   .035                      40
9500       ----      ----      ----      ----      .045   +.005                   .040                      10
9550       ----      ----      ----      ----      .060   +.010                   .050                      30
9600       ----      ----      ----      ----      .070   +.010                   .060                      10
9650       .080      .080      .080      ----      .090   +.010          30       .080
9700       ----      ----      ----      ----      .110   +.020                   .090                       2
9750       ----      ----      ----      ----      .140   +.020                   .120           4           5
9800       ----      .160B     .140A     ----      .170   +.020                   .150                      13
9850       ----      .200B     ----      ----      .210   +.030                   .180                      16
9900       ----      .250B     .220A     ----      .260   +.030                   .230                      50
9950       ----      .310B     ----      ----      .330   +.050                   .280                      45
10000      ----      .390B     .330A     ----      .400   +.050                   .350                      66
10050      ----      .480B     .400A     ----      .490   +.060                   .430                      20
10100      ----      .590B     .490A     ----      .590   +.070                   .520                      22
10150      ----      .720B     .600A     ----      .720   +.080                   .640                      23
10200      ----      .870B     .720A     ----      .870   +.090                   .780                      25
10250      ----     1.050B     .870A     ----     1.040   +.100                   .940                      15
10300      ----     1.240B    1.040A     ----     1.240   +.120                  1.120                      33
10350      ----     1.480B    1.240A     ----     1.460   +.120                  1.340                      60
10400      ----     1.730B    1.470A     ----     1.720   +.140                  1.580
10450      ----     2.020B    1.710A     ----     2.000   +.150                  1.850                      41
10500      ----     2.340B    2.010A     ----     2.310   +.160                  2.150                      31
10550      ----     2.680B    2.330A     ----     2.650   +.170                  2.480                      48
10600      ----     3.060B    2.670A     ----     3.020   +.190                  2.830                      10
10650      ----     3.440B    3.040A     ----     3.410   +.190                  3.220                      10
10700      ----     3.850B    3.440A     ----     3.810   +.190                  3.620
10750      ----     4.280B    3.850A     ----     4.240   +.200                  4.040
10800      ----      ----      ----      ----     4.680   +.190                  4.490
10850      ----      ----      ----      ----     5.130   +.190                  4.940
10900      ----      ----      ----      ----     5.590   +.190                  5.400
10950      ----      ----      ----      ----     6.060   +.190                  5.870
11000      ----      ----      ----      ----     6.530   +.190                  6.340
11050      ----      ----      ----      ----     7.020   +.200                  6.820
11100      ----      ----      ----      ----     7.500   +.190                  7.310
11150      ----      ----      ----      ----     7.990   +.200                  7.790
11200      ----      ----      ----      ----     8.480   +.200                  8.280
11250      ----      ----      ----      ----     8.970   +.200                  8.770
11300      ----      ----      ----      ----     9.460   +.200                  9.260
11350      ----      ----      ----      ----     9.950   +.190                  9.760
11400      ----      ----      ----      ----    10.450   +.200                 10.250
11450      ----      ----      ----      ----    10.940   +.190                 10.750
11500      ----      ----      ----      ----    11.440   +.190                 11.250
11550      ----      ----      ----      ----    11.940   +.200                 11.740
11600      ----      ----      ----      ----    12.430   +.190                 12.240
11650      ----      ----      ----      ----    12.930   +.190                 12.740
11700      ----      ----      ----      ----    13.430   +.190                 13.240
11750      ----      ----      ----      ----    13.930   +.190                 13.740
11800      ----      ----      ----      ----    14.430   +.190                 14.240
11850      ----      ----      ----      ----    14.930   +.200                 14.730
11900      ----      ----      ----      ----    15.420   +.190                 15.230
11950      ----      ----      ----      ----    15.920   +.190                 15.730
12000      ----      ----      ----      ----    16.420   +.190                 16.230
12050      ----      ----      ----      ----    16.920   +.190                 16.730
12100      ----      ----      ----      ----    17.420   +.190                 17.230
12150      ----      ----      ----      ----    17.920   +.190                 17.730
12200      ----      ----      ----      ----    18.420   +.190                 18.230
12250      ----      ----      ----      ----    18.920   +.190                 18.730
12300      ----      ----      ----      ----    19.420   +.190                 19.230
12350      ----      ----      ----      ----    19.920   +.190                 19.730
12400      ----      ----      ----      ----    20.420   +.190                 20.230
12450      ----      ----      ----      ----    20.920   +.190                 20.730
12500      ----      ----      ----      ----    21.420   +.190                 21.230
12550      ----      ----      ----      ----    21.920   +.190                 21.730
12600      ----      ----      ----      ----    22.420   +.190                 22.230
12650      ----      ----      ----      ----    22.920   +.190                 22.730
12700      ----      ----      ----      ----    23.420   +.190                 23.230
OF FEB15 SWISS FRANC OPTIONS PUT
9100       ----      ----      .030A     ----      .030   -.005                   .035
9150       ----      ----      ----      ----      .035   -.005                   .040
9200       ----      ----      .035A     ----      .045    UNCH                   .045
9250       ----      ----      ----      ----      .050    UNCH                   .050
9300       ----      ----      ----      ----      .060    UNCH                   .060
9350       ----      ----      ----      ----      .070    UNCH                   .070
9400       ----      ----      ----      ----      .090   +.010                   .080
9450       ----      ----      ----      ----      .100   +.010                   .090
9500       ----      ----      ----      ----      .120   +.010                   .110
9550       ----      ----      ----      ----      .140   +.010                   .130
9600       ----      ----      ----      ----      .170   +.020                   .150
9650       ----      ----      .170A     ----      .200   +.020                   .180
9700       ----      .220B     .200A     ----      .240   +.030                   .210
9750       ----      .260B     ----      ----      .280   +.030                   .250
9800       ----      .310B     ----      ----      .330   +.040                   .290
9850       ----      .370B     .330A     ----      .390   +.050                   .340
9900       ----      .440B     .390A     ----      .460   +.060                   .400           1           1
9950       ----      .520B     .460A     ----      .540   +.060                   .480
10000      ----      .610B     .540A     ----      .630   +.070                   .560
10050      ----      .720B     .630A     ----      .740   +.080                   .660
10100      ----      .850B     .740A     ----      .870   +.100                   .770
10150      ----     1.000B     .860A     ----     1.010   +.110                   .900
10200      ----     1.170B    1.000A     ----     1.170   +.120                  1.050
10250      ----     1.350B    1.160A     ----     1.350   +.120                  1.230
10300      ----     1.560B    1.360A     ----     1.560   +.130                  1.430
10350      ----     1.790B    1.550A     ----     1.790   +.140                  1.650                      20
10400      ----     2.040B    1.780A     ----     2.040   +.150                  1.890
10450      ----     2.320B    2.030A     ----     2.310   +.150                  2.160
10500      ----     2.630B    2.310A     ----     2.610   +.160                  2.450
10550      ----     2.950B    2.620A     ----     2.930   +.170                  2.760
10600      ----     3.300B    2.970A     ----     3.280   +.190                  3.090
10650      ----     3.660B    3.340A     ----     3.640   +.190                  3.450
10700      ----     4.040B    3.720A     ----     4.030   +.200                  3.830
10750      ----      ----      ----      ----     4.440   +.200                  4.240
10800      ----      ----      ----      ----     4.860   +.200                  4.660
10850      ----      ----      ----      ----     5.290   +.190                  5.100
10900      ----      ----      ----      ----     5.740   +.190                  5.550
10950      ----      ----      ----      ----     6.190   +.190                  6.000
11000      ----      ----      ----      ----     6.650   +.190                  6.460
11050      ----      ----      ----      ----     7.110   +.190                  6.920
11100      ----      ----      ----      ----     7.580   +.190                  7.390
11150      ----      ----      ----      ----     8.060   +.200                  7.860
11200      ----      ----      ----      ----     8.540   +.200                  8.340
11250      ----      ----      ----      ----     9.030   +.200                  8.830
11300      ----      ----      ----      ----     9.510   +.200                  9.310
11350      ----      ----      ----      ----    10.000   +.200                  9.800
11400      ----      ----      ----      ----    10.490   +.200                 10.290
11450      ----      ----      ----      ----    10.980   +.200                 10.780
11500      ----      ----      ----      ----    11.480   +.210                 11.270
11550      ----      ----      ----      ----    11.970   +.200                 11.770
11600      ----      ----      ----      ----    12.470   +.200                 12.270
11650      ----      ----      ----      ----    12.960   +.200                 12.760
11700      ----      ----      ----      ----    13.460   +.200                 13.260
11750      ----      ----      ----      ----    13.950   +.190                 13.760
11800      ----      ----      ----      ----    14.450   +.190                 14.260
11850      ----      ----      ----      ----    14.940   +.190                 14.750
11900      ----      ----      ----      ----    15.440   +.190                 15.250
11950      ----      ----      ----      ----    15.940   +.190                 15.750
12000      ----      ----      ----      ----    16.440   +.190                 16.250
12050      ----      ----      ----      ----    16.930   +.180                 16.750
12100      ----      ----      ----      ----    17.430   +.180                 17.250
12150      ----      ----      ----      ----    17.930   +.190                 17.740
12200      ----      ----      ----      ----    18.430   +.190                 18.240
12250      ----      ----      ----      ----    18.930   +.190                 18.740
12300      ----      ----      ----      ----    19.430   +.190                 19.240
12350      ----      ----      ----      ----    19.930   +.190                 19.740
12400      ----      ----      ----      ----    20.420   +.180                 20.240
12450      ----      ----      ----      ----    20.920   +.190                 20.730
12500      ----      ----      ----      ----    21.420   +.190                 21.230
12550      ----      ----      ----      ----    21.920   +.190                 21.730
12600      ----      ----      ----      ----    22.420   +.190                 22.230
12650      ----      ----      ----      ----    22.920   +.190                 22.730
12700      ----      ----      ----      ----    23.420   +.190                 23.230
OF MAR15 SWISS FRANC OPTIONS PUT
9100       ----      ----      ----      ----      .060   +.010                   .050
9150       ----      ----      ----      ----      .070   +.010                   .060                      15
9200       ----      ----      ----      ----      .080   +.010                   .070
9250       ----      ----      ----      ----      .090   +.010                   .080                      30
9300       ----      ----      ----      ----      .110   +.010                   .100                      80
9350       ----      ----      ----      ----      .130   +.020                   .110                      50
9400       ----      .140B     ----      ----      .150   +.020                   .130
9450       ----      ----      ----      ----      .170   +.010                   .160
9500       ----      ----      ----      ----      .190   +.010                   .180                       5
9550       ----      ----      ----      ----      .230   +.020                   .210
9600       ----      .260B     .240A     ----      .260   +.010                   .250                      33
9650       ----      .290B     ----      ----      .300   +.020                   .280                      40
9700       ----      .350B     .320A     ----      .350   +.020                   .330                      17
9750       .350      .400B     .350      ----      .410   +.030          15       .380                      31
9800       ----      .470B     .420A     ----      .480   +.040                   .440                      28
9850       ----      .530B     ----      ----      .550   +.050                   .500                      75
9900       ----      .620B     .560A     ----      .640   +.060                   .580                     105
9950       ----      .720B     .640A     ----      .730   +.070                   .660                     145
10000      ----      .830B     .730A     ----      .840   +.080                   .760                     212
10050      ----      .950B     .840A     ----      .960   +.090                   .870                      46
10100      ----     1.080B     .960A     ----     1.090   +.090                  1.000                      81
10150      ----     1.240B    1.100A     ----     1.240   +.100                  1.140                      62
10200      ----     1.410B    1.240A     ----     1.410   +.100                  1.310           1          40
10250      ----     1.600B    1.420A     ----     1.600   +.110                  1.490                      18
10300      ----     1.810B    1.610A     ----     1.800   +.110                  1.690                     105
10350      ----     2.040B    1.820A     ----     2.030   +.120                  1.910           1          45
10400      ----     2.300B    2.040A     ----     2.280   +.130                  2.150                      62
10450      ----     2.580B    2.290A     ----     2.550   +.130                  2.420                      45
10500      ----     2.880B    2.560A     ----     2.850   +.150                  2.700                     114
10550      ----     3.200B    2.850A     ----     3.170   +.160                  3.010                      39
10600      ----     3.540B    3.170A     ----     3.510   +.170                  3.340                      87
10650      ----     3.890B    3.510A     ----     3.860   +.170                  3.690                      50
10700      ----     4.270B    3.870A     ----     4.240   +.180                  4.060                      99
10750      ----     4.650B    4.260A     ----     4.630   +.190                  4.440                     134
10800      ----      ----      ----      ----     5.030   +.180                  4.850                      16
10850      ----      ----      ----      ----     5.450   +.190                  5.260
10900      ----      ----      ----      ----     5.880   +.190                  5.690
10950      ----      ----      ----      ----     6.320   +.190                  6.130
11000      ----      ----      ----      ----     6.760   +.190                  6.570
11050      ----      ----      ----      ----     7.220   +.190                  7.030
11100      ----      ----      ----      ----     7.680   +.190                  7.490
11150      ----      ----      ----      ----     8.150   +.200                  7.950
11200      ----      ----      ----      ----     8.620   +.200                  8.420                       1
11250      ----      ----      ----      ----     9.100   +.200                  8.900
11300      ----      ----      ----      ----     9.580   +.200                  9.380
11350      ----      ----      ----      ----    10.060   +.200                  9.860
11400      ----      ----      ----      ----    10.540   +.200                 10.340
11450      ----      ----      ----      ----    11.030   +.200                 10.830
11500      ----      ----      ----      ----    11.520   +.200                 11.320
11550      ----      ----      ----      ----    12.010   +.200                 11.810
11600      ----      ----      ----      ----    12.500   +.200                 12.300
11650      ----      ----      ----      ----    12.990   +.200                 12.790
11700      ----      ----      ----      ----    13.490   +.200                 13.290
11750      ----      ----      ----      ----    13.980   +.200                 13.780
11800      ----      ----      ----      ----    14.470   +.200                 14.270
11850      ----      ----      ----      ----    14.970   +.200                 14.770
11900      ----      ----      ----      ----    15.460   +.200                 15.260
11950      ----      ----      ----      ----    15.960   +.200                 15.760
12000      ----      ----      ----      ----    16.450   +.200                 16.250
12050      ----      ----      ----      ----    16.950   +.200                 16.750
12100      ----      ----      ----      ----    17.440   +.190                 17.250
12150      ----      ----      ----      ----    17.940   +.200                 17.740
12200      ----      ----      ----      ----    18.440   +.200                 18.240
12250      ----      ----      ----      ----    18.930   +.190                 18.740
12300      ----      ----      ----      ----    19.430   +.190                 19.240
12350      ----      ----      ----      ----    19.930   +.190                 19.740
12400      ----      ----      ----      ----    20.430   +.200                 20.230
12450      ----      ----      ----      ----    20.920   +.190                 20.730
12500      ----      ----      ----      ----    21.420   +.190                 21.230
12550      ----      ----      ----      ----    21.920   +.190                 21.730
12600      ----      ----      ----      ----    22.420   +.190                 22.230
12650      ----      ----      ----      ----    22.920   +.190                 22.730
12700      ----      ----      ----      ----    23.420   +.190                 23.230
OF JUN15 SWISS FRANC OPTIONS PUT
9100       ----      ----      ----      ----      .200   +.010                   .190
9150       ----      ----      ----      ----      .220   +.010                   .210
9200       ----      ----      ----      ----      .240    UNCH                   .240
9250       ----      ----      ----      ----      .260    UNCH                   .260
9300       ----      ----      ----      ----      .290    UNCH                   .290
9350       ----      ----      ----      ----      .320    UNCH                   .320
9400       ----      ----      ----      ----      .350   -.010                   .360
9450       ----      ----      ----      ----      .380   -.020                   .400
9500       ----      ----      ----      ----      .420   -.030                   .450
9550       ----      ----      ----      ----      .470   -.030                   .500
9600       ----      ----      ----      ----      .520   -.030                   .550
9650       ----      ----      ----      ----      .580   -.030                   .610
9700       ----      ----      ----      ----      .650   -.030                   .680
9750       ----      .760B     ----      ----      .730   -.020                   .750
9800       ----      ----      ----      ----      .810   -.030                   .840
9850       ----      .940B     ----      ----      .910   -.020                   .930
9900       ----     1.040B     ----      ----     1.020   -.010                  1.030
9950       ----     1.160B     ----      ----     1.140    UNCH                  1.140
10000      ----     1.280B     ----      ----     1.270   +.010                  1.260
10050      ----     1.410B     ----      ----     1.420   +.030                  1.390
10100      ----     1.560B     ----      ----     1.580   +.040                  1.540                       2
10150      ----     1.720B     ----      ----     1.750   +.050                  1.700                      15
10200      ----     1.900B     ----      ----     1.940   +.070                  1.870                      20
10250      ----     2.090B     ----      ----     2.150   +.100                  2.050
10300      ----     2.300B     ----      ----     2.380   +.130                  2.250                      15
10350      ----     2.520B     ----      ----     2.620   +.160                  2.460                      15
10400      ----     2.760B     ----      ----     2.880   +.190                  2.690                     120
10450      ----     2.970B     ----      ----     3.160   +.220                  2.940                     165
10500      ----     3.240B     ----      ----     3.450   +.240                  3.210                     220
10550      ----     3.540B     ----      ----     3.750   +.250                  3.500                     200
